id,name,type,level,description,difficulty,aliases,url,resource_type
l2_roi_pooling,兴趣区域汇聚层（RoI Pooling）,KnowledgePoint,L2,一种池化操作，用于从卷积特征图中不同形状的兴趣区域提取固定尺寸的特征表示，是Fast R-CNN的关键组件。,中等,"RoI pooling,Region of Interest pooling",,
l2_roi_align,兴趣区域对齐（RoI Align）,KnowledgePoint,L2,Mask R-CNN中用于替代RoI Pooling的操作，通过双线性插值保留空间位置信息，更适合像素级预测任务。,高,"RoI Align,Region of Interest Align",,
l2_selective_search,选择性搜索,KnowledgePoint,L2,一种用于生成图像中高质量候选区域的传统方法，在R-CNN和Fast R-CNN中用于提供初始提议区域。,基础,Selective Search,,
l2_region_proposal_network,区域提议网络（RPN）,KnowledgePoint,L2,Faster R-CNN中用于替代选择性搜索的可学习模块，通过滑动窗口在特征图上生成并评分锚框，输出高质量的提议区域。,高,"RPN,Region Proposal Network",,
l2_multiscale_feature_extraction,多尺度特征提取,KnowledgePoint,L2,在目标检测中使用多个不同尺度的特征图来检测不同尺寸的目标，高层特征图具有较大感受野适合检测大目标，低层特征图保留更多细节适合检测小目标。,中等,"multi-scale feature extraction,multi-scale representation",,
l2_anchor_box_prediction,锚框预测,KnowledgePoint,L2,基于预定义的锚框，通过神经网络预测每个锚框的类别概率和边界框偏移量，用于目标定位和分类。,中等,"anchor box prediction,bounding box regression with anchors",,
l2_object_detection_loss_function,目标检测损失函数,KnowledgePoint,L2,目标检测中的复合损失函数，包含类别预测的交叉熵损失和边界框偏移量的L1范数损失（或平滑L1损失），用于同时优化分类和定位任务。,高,"detection loss,multitask loss for object detection",,
l2_flip_augmentation,翻转增广,KnowledgePoint,L2,通过左右或上下翻转图像生成新样本的图像增广方法，其中左右翻转最为常用。,基础,"flip augmentation,horizontal flip,vertical flip",,
l2_random_resized_crop,随机裁剪与缩放,KnowledgePoint,L2,随机裁剪图像的一部分区域（面积和宽高比可变），并将其缩放到固定尺寸，以降低模型对目标位置和比例的敏感性。,中等,"random resized crop,random cropping",,
l2_color_jitter,颜色抖动,KnowledgePoint,L2,通过随机调整图像的亮度、对比度、饱和度和色调来增强数据多样性的方法。,中等,"color jitter,color augmentation",,
l2_composed_augmentation,组合增广,KnowledgePoint,L2,将多种图像增广方法（如翻转、裁剪、颜色变换）通过Compose方式组合应用到同一图像上的技术。,中等,"composed augmentation,composite augmentation",,
l2_multiscale_anchor_boxes,多尺度锚框,KnowledgePoint,L2,在不同尺度下生成不同数量和大小的锚框，以适应不同尺寸目标的检测需求。较小的目标使用更多、更小的锚框，较大的目标使用较少、更大的锚框。,中等,"multiscale anchor boxes,multi-scale anchors",,
l2_feature_map_based_sampling,基于特征图的锚框采样,KnowledgePoint,L2,通过定义特征图的形状（高度和宽度），在输入图像上均匀采样锚框中心，使得锚框在空间上均匀分布。,中等,"feature map based anchor sampling,uniform anchor sampling via feature maps",,
l2_receptive_field_in_detection,感受野在目标检测中的作用,KnowledgePoint,L2,特征图上同一空间位置的多个通道单元在输入图像上具有相同感受野，可用于预测该区域对应的锚框类别和偏移量，从而实现对不同尺度目标的检测。,高,"role of receptive field in object detection,receptive field for detection",,
l2_image_classification,图像分类,KnowledgePoint,L2,将输入图像分配到预定义类别中的任务，是计算机视觉的基础任务之一。,基础,image classification,,
l2_dataset_organization,整理数据集,KnowledgePoint,L2,将原始数据集按标签结构化组织，划分训练集、验证集，并为深度学习框架准备可读取的格式。,基础,"dataset organization,data organization,dataset reorganization,data preprocessing",,
l2_resnet_architecture,ResNet架构,KnowledgePoint,L2,一种使用残差连接的深度卷积神经网络架构，有效缓解了深层网络中的梯度消失问题。,高,"ResNet,residual network,residual neural network",,
l2_kaggle_submission,Kaggle提交流程,KnowledgePoint,L2,在Kaggle竞赛中对测试集进行预测并按指定格式生成提交文件的完整流程。,中等,"Kaggle submission,competition submission",,
l2_transfer_learning,迁移学习,KnowledgePoint,L2,将从源数据集学到的知识迁移到目标数据集，以提升在小规模目标数据集上的模型性能。,中等,transfer learning,,
l2_pretrained_model,预训练模型,KnowledgePoint,L2,在大规模数据集（如ImageNet）上预先训练好的神经网络模型，可用于迁移学习的起点。,基础,"pre-trained model,source model",,
l2_feature_extraction,特征提取,KnowledgePoint,L2,利用预训练模型提取通用图像特征（如边缘、纹理、形状），用于新任务的表示学习。,基础,feature extraction,,
l2_object_detection,目标检测,KnowledgePoint,L2,在图像中识别多个感兴趣目标的类别及其在图像中的具体位置的任务，广泛应用于无人驾驶、机器人和安防等领域。,中等,"object detection,目标识别,object recognition",,
l2_bounding_box,边界框,KnowledgePoint,L2,用于描述目标在图像中空间位置的矩形框，通常由左上角和右下角坐标或中心点坐标加宽高表示。,基础,"bounding box,bbox",,
l2_bounding_box_annotation,边界框标注,KnowledgePoint,L2,为目标检测任务中每个对象在图像中指定的矩形区域，通常由左上角和右下角坐标表示,基础,"bounding box,bbox annotation",,
l2_custom_dataset_loading,自定义数据集加载,KnowledgePoint,L2,通过定义自定义Dataset类和数据加载函数，将特定格式的目标检测数据集集成到深度学习框架中,中等,"custom dataset loading,dataset pipeline for detection",,
l2_image_segmentation,图像分割,KnowledgePoint,L2,将图像划分为若干组成区域，通常利用像素之间的相关性，不依赖语义标签，无法保证分割区域具有特定语义含义。,基础,image segmentation,,
l2_instance_segmentation,实例分割,KnowledgePoint,L2,识别图像中各个目标实例的像素级区域，不仅区分语义类别，还区分同一类别中的不同实例。,高,"instance segmentation,simultaneous detection and segmentation",,
l2_pascal_voc2012_dataset,Pascal VOC2012 语义分割数据集,KnowledgePoint,L2,一个广泛使用的语义分割基准数据集，包含20个前景类别和1个背景类别，提供像素级标注的图像。,基础,"Pascal VOC2012,VOC2012 segmentation dataset",,
l2_transposed_convolution_padding_stride,转置卷积中的填充与步幅,KnowledgePoint,L2,在转置卷积中，填充作用于输出而非输入，步幅控制中间结果的间隔，从而影响最终输出的空间维度。,中等,padding and stride in transposed convolution,,
l2_transposed_convolution_multichannel,多通道转置卷积,KnowledgePoint,L2,支持多个输入和输出通道的转置卷积，其工作机制与常规卷积类似，每个输出通道对应一个完整的卷积核张量组。,中等,multi-channel transposed convolution,,
l2_matrix_form_of_transposed_convolution,转置卷积与矩阵变换的联系,KnowledgePoint,L2,转置卷积可视为常规卷积权重矩阵的转置操作，在矩阵形式下，其前向传播使用权重矩阵的转置进行乘法运算，与卷积的反向传播相对应。,高,"connection to matrix transposition,matrix representation of transposed convolution",,
l2_intersection_over_union,交并比,KnowledgePoint,L2,衡量两个边界框相似性的指标，定义为它们相交面积与相并面积之比，取值范围在0到1之间。,基础,"IoU,intersection over union,Jaccard coefficient",,
l2_anchor_labeling,锚框标注,KnowledgePoint,L2,在训练数据中为每个锚框分配类别标签和偏移量标签，使其对应最接近的真实边界框或标记为背景。,中等,"anchor labeling,anchor assignment",,
l2_content_loss,内容损失,KnowledgePoint,L2,通过平方误差函数衡量合成图像与内容图像在内容特征上的差异的损失函数组成部分,中等,content loss,,
l2_style_loss,风格损失,KnowledgePoint,L2,通过格拉姆矩阵和平方误差函数衡量合成图像与风格图像在风格特征上的差异的损失函数组成部分,高,style loss,,
l2_total_variation_loss,全变分损失,KnowledgePoint,L2,用于减少合成图像中高频噪点的损失函数组成部分，通过最小化相邻像素间的绝对差值实现去噪,中等,"total variation loss,TV loss",,
l2_gram_matrix,格拉姆矩阵,KnowledgePoint,L2,用于表达风格层输出风格的矩阵，通过计算通道间特征向量的内积来表示风格特征的相关性,高,Gram matrix,,
l2_feature_extraction_with_cnn,基于CNN的特征提取,KnowledgePoint,L2,使用预训练的卷积神经网络（如VGG-19）抽取图像的内容特征和风格特征的方法,中等,"CNN feature extraction,feature extraction with convolutional neural networks",,
l2_derivative,导数,KnowledgePoint,L2,函数在某一点的瞬时变化率，定义为极限形式 f'(x) = lim_{h→0} [f(x+h) - f(x)] / h，也是函数曲线在该点切线的斜率。,基础,"derivative,instantaneous rate of change",,
l2_partial_derivative,偏导数,KnowledgePoint,L2,多元函数对其中一个变量的导数，其余变量视为常数，用于描述多变量函数在某一维度上的变化率。,中等,partial derivative,,
l2_gradient,梯度,KnowledgePoint,L2,多元函数对其所有变量的偏导数组成的向量，表示函数在该点处最大上升方向和速率。,中等,"gradient,gradient vector",,
l2_chain_rule,链式法则,KnowledgePoint,L2,用于计算复合函数导数的规则，单变量形式为 dy/dx = dy/du * du/dx，多变量形式为偏导数的加权和。,中等,chain rule,,
l2_differentiation_rules,微分法则,KnowledgePoint,L2,包括常数相乘法则、加法法则、乘法法则、除法法则以及幂律等基本微分规则，用于计算常见函数的导数。,基础,"differentiation rules,rules of differentiation",,
l2_tensor,张量,KnowledgePoint,L2,表示一个由数值组成的数组，可能具有多个维度。一维张量对应向量，二维张量对应矩阵，更高维的张量没有特殊数学名称。,基础,"tensor,n维数组,ndarray",,
l2_elementwise_operations,按元素运算,KnowledgePoint,L2,将标准标量运算符（如+、-、*、/、**）应用于两个相同形状张量中每对位置对应的元素，或对单个张量的每个元素应用一元函数（如exp）。,基础,"elementwise operations,逐元素运算",,
l2_broadcasting_mechanism,广播机制,KnowledgePoint,L2,即使两个张量形状不同，也可以通过复制扩展长度为1的轴，使它们具有相同形状后执行按元素操作。,中等,"broadcasting mechanism,广播",,
l2_tensor_concatenation,张量连结,KnowledgePoint,L2,将多个张量沿指定轴端对端地叠起来形成一个更大的张量。,基础,"concatenation,张量拼接",,
